Unnamed: 0,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
29,1,123,6,123,1,4,0.001748,48,48,5,0,4,1,76,1,76,0
30,1,41056,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
31,1,41056,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
32,1,123,36,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
33,1,123,6,123,1,4,0.11543,48,48,5,0,4,1,76,1,76,0
34,1,123,44,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
35,1,41058,10,80,0,4,3.158698,0,0,2,0,6,3,180,0,0,0
36,1,41058,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
37,1,123,36,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
38,1,41058,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
39,1,123,6,123,1,4,0.068707,48,48,5,0,4,1,76,1,76,0
40,1,41058,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
41,0,40831,12,22,0,4,502.919185,952,17192,5,0,5,200,11444,184,28048,0
42,1,41058,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
43,1,123,36,123,1,4,0.005231,48,48,5,0,4,1,76,1,76,0
44,1,123,6,123,1,4,0.010235,48,48,5,0,4,1,76,1,76,0
45,1,41060,10,80,0,4,3.118724,0,0,2,0,6,3,180,0,0,0
46,1,41060,10,80,0,2,1.22805,151,124067,5,2896,14,93,5571,92,131755,0
47,1,41064,10,80,0,4,3.093744,0,0,2,0,6,3,180,0,0,0
48,1,48998,10,6667,0,4,3.097488,0,0,2,0,6,3,180,0,0,1
49,1,41064,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
50,1,48998,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
51,1,41064,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
52,1,49004,10,6667,0,4,3.124484,0,0,2,0,6,3,180,0,0,1
53,1,123,6,123,1,4,0.001496,48,48,5,0,4,1,76,1,76,0
54,1,49004,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
55,1,49006,10,6667,0,4,3.122724,0,0,2,0,6,3,180,0,0,1
56,1,41064,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
57,1,49006,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
58,1,49008,10,6667,0,4,3.120734,0,0,2,0,6,3,180,0,0,1
59,1,49008,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
60,1,49010,10,6667,0,4,3.118725,0,0,2,0,6,3,180,0,0,1
61,1,49010,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
62,1,49012,10,6667,0,4,3.116726,0,0,2,0,6,3,180,0,0,1
63,1,41064,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
64,1,49014,10,6667,0,4,3.115707,0,0,2,0,6,3,180,0,0,1
65,1,49014,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
66,1,49016,10,6667,0,4,3.113737,0,0,2,0,6,3,180,0,0,1
67,1,49016,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
68,1,49018,10,6667,0,4,3.111728,0,0,2,0,6,3,180,0,0,1
69,1,49018,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
70,1,123,6,123,1,4,0.001498,48,48,5,0,4,1,76,1,76,0
71,1,49020,10,6667,0,4,3.109484,0,0,2,0,6,3,180,0,0,1
72,1,49020,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
73,1,49022,10,6667,0,4,3.107231,0,0,2,0,6,3,180,0,0,1
74,1,49022,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
75,1,49024,10,6667,0,4,3.105229,0,0,2,0,6,3,180,0,0,1
76,1,49024,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
77,1,49026,10,6667,0,4,3.103231,0,0,2,0,6,3,180,0,0,1
78,1,49026,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
79,1,41096,10,80,0,4,3.158703,0,0,2,0,6,3,180,0,0,0
80,1,123,15,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
81,1,49030,10,6667,0,4,3.101231,0,0,2,0,6,3,180,0,0,1
82,1,41096,10,80,0,2,0.885992,149,84592,5,2896,11,62,3689,60,84824,0
83,1,41100,10,80,0,4,3.107729,0,0,2,0,6,3,180,0,0,0
84,1,49030,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
85,1,49034,10,6667,0,4,3.098977,0,0,2,0,6,3,180,0,0,1
86,1,41100,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
87,1,49034,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
88,1,49036,10,6667,0,4,3.096735,0,0,2,0,6,3,180,0,0,1
89,1,41100,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
90,1,123,6,123,1,4,0.073952,48,48,5,0,4,1,76,1,76,0
91,1,49036,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
92,1,49038,10,6667,0,4,3.094737,0,0,2,0,6,3,180,0,0,1
93,1,49038,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
94,1,41100,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
95,1,49040,10,6667,0,4,3.092739,0,0,2,0,6,3,180,0,0,1
96,1,49040,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
97,1,49050,10,6667,0,4,3.094738,0,0,2,0,6,3,180,0,0,1
98,1,49050,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
99,1,123,15,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
100,1,49052,10,6667,0,4,3.092739,0,0,2,0,6,3,180,0,0,1
101,1,41100,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
102,1,49052,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
103,1,49054,10,6667,0,4,3.090486,0,0,2,0,6,3,180,0,0,1
104,1,49054,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
105,1,49056,10,6667,0,4,3.088476,0,0,2,0,6,3,180,0,0,1
106,1,123,6,123,1,4,0.023984,48,48,5,0,4,1,76,1,76,0
107,1,49056,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
108,1,49060,10,6667,0,4,3.107985,0,0,2,0,6,3,180,0,0,1
109,1,49060,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
110,1,49072,10,6667,0,4,3.112743,0,0,2,0,6,3,180,0,0,1
111,1,49072,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
112,1,49082,10,6667,0,4,3.095254,0,0,2,0,6,3,180,0,0,1
113,1,123,15,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
114,1,49084,10,6667,0,4,3.107988,0,0,2,0,6,3,180,0,0,1
115,1,41154,10,80,0,4,3.158697,0,0,2,0,6,3,180,0,0,0
116,1,49084,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
117,1,41154,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
118,1,49088,10,6667,0,4,3.105976,0,0,2,0,6,3,180,0,0,1
119,1,49088,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
120,1,41154,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
121,1,123,6,123,1,4,0.001484,48,48,5,0,4,1,76,1,76,0
122,1,48994,10,6667,0,3,1.128098,75,243,4,0,18,7,447,6,563,1
123,1,49090,10,6667,0,4,3.103981,0,0,2,0,6,3,180,0,0,1
124,1,49090,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
125,1,41154,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
126,1,49094,10,6667,0,4,3.083745,0,0,2,0,6,3,180,0,0,1
127,1,49002,10,6667,0,3,1.484655,75,243,4,0,18,7,447,8,667,1
128,1,49000,10,6667,0,3,4.095418,75,243,4,0,18,9,567,6,563,1
129,1,49094,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
130,1,49096,10,6667,0,4,3.081995,0,0,2,0,6,3,180,0,0,1
131,1,49096,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
132,1,49098,10,6667,0,4,3.1597,0,0,2,0,6,3,180,0,0,1
133,1,49098,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
134,1,41154,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
135,1,49104,10,6667,0,4,3.095753,0,0,2,0,6,3,180,0,0,1
136,1,49104,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
137,1,49106,10,6667,0,4,3.093494,0,0,2,0,6,3,180,0,0,1
138,1,123,6,123,1,4,0.001746,48,48,5,0,4,1,76,1,76,0
139,1,49012,10,6667,0,3,1.329994,75,243,4,0,18,8,559,7,627,1
140,1,49106,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
141,1,49108,10,6667,0,4,3.091487,0,0,2,0,6,3,180,0,0,1
142,1,123,44,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
143,1,123,37,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
144,1,49108,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
145,1,49110,10,6667,0,4,3.089256,0,0,2,0,6,3,180,0,0,1
146,1,49110,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
147,1,49112,10,6667,0,4,3.087235,0,0,2,0,6,3,180,0,0,1
148,1,49114,10,6667,0,4,3.109975,0,0,2,0,6,3,180,0,0,1
149,1,49114,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
150,1,49116,10,6667,0,4,3.107967,0,0,2,0,6,3,180,0,0,1
151,1,41186,10,80,0,4,3.118724,0,0,2,0,6,3,180,0,0,0
152,1,49116,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
153,1,49120,10,6667,0,4,3.105494,0,0,2,0,6,3,180,0,0,1
154,1,41186,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
155,1,49120,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
156,1,123,6,123,1,4,0.001498,48,48,5,0,4,1,76,1,76,0
157,1,41186,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
158,1,49124,10,6667,0,4,3.144719,0,0,2,0,6,3,180,0,0,1
159,1,123,37,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
160,1,49124,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
161,1,49126,10,6667,0,4,3.142724,0,0,2,0,6,3,180,0,0,1
162,1,41186,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
163,1,49126,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
164,1,49128,10,6667,0,4,3.140713,0,0,2,0,6,3,180,0,0,1
165,1,49128,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
166,1,49130,10,6667,0,4,3.138715,0,0,2,0,6,3,180,0,0,1
167,1,49130,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
168,1,49132,10,6667,0,4,3.136714,0,0,2,0,6,3,180,0,0,1
169,1,41186,10,80,0,2,1.143354,152,100178,5,2896,8,73,4696,71,100982,0
170,1,49136,10,6667,0,4,3.118474,0,0,2,0,6,3,180,0,0,1
171,1,41202,10,80,0,2,1.958139,149,83792,5,5792,13,67,4033,61,85524,0
172,1,49042,10,6667,0,3,1.080627,75,243,4,0,18,7,447,6,563,1
173,1,49044,10,6667,0,3,1.105621,74,242,4,0,18,7,446,6,562,1
174,1,41206,10,80,0,2,4.16038,149,103381,5,5792,12,75,4309,72,101341,0
175,1,41208,10,80,0,4,3.118976,0,0,2,0,6,3,180,0,0,0
176,1,49046,10,6667,0,3,4.562408,75,243,4,0,18,9,567,7,615,1
177,1,49142,10,6667,0,4,3.106482,0,0,2,0,6,3,180,0,0,1
178,1,49048,10,6667,0,3,2.141281,75,243,4,0,18,8,507,7,615,1
179,1,41208,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
180,1,123,6,123,1,4,0.046954,48,48,5,0,4,1,76,1,76,0
181,1,49142,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
182,1,49144,10,6667,0,4,3.104485,0,0,2,0,6,3,180,0,0,1
183,1,41208,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
184,1,123,37,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
185,1,49144,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
186,1,49146,10,6667,0,4,3.102483,0,0,2,0,6,3,180,0,0,1
187,1,49146,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
188,1,41208,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
189,1,49152,10,6667,0,4,3.12773,0,0,2,0,6,3,180,0,0,1
190,1,49152,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
191,1,49058,10,6667,0,3,2.106538,75,243,4,0,18,8,507,6,563,1
192,1,49154,10,6667,0,4,3.125718,0,0,2,0,6,3,180,0,0,1
193,1,49154,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
194,1,49064,10,6667,0,3,1.085384,74,242,4,0,18,7,446,6,562,1
195,1,49062,10,6667,0,3,1.085865,75,243,4,0,18,8,499,6,563,1
196,1,49066,10,6667,0,3,2.080571,75,243,4,0,18,8,507,6,563,1
197,1,49068,10,6667,0,3,1.102625,75,243,4,0,18,7,447,6,563,1
198,1,49160,10,6667,0,4,3.104984,0,0,2,0,6,3,180,0,0,1
199,1,49070,10,6667,0,3,1.108372,75,243,4,0,18,7,447,6,563,1
200,1,41208,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
201,1,49160,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
202,1,49162,10,6667,0,4,3.102734,0,0,2,0,6,3,180,0,0,1
203,1,49076,10,6667,0,3,1.103122,75,243,4,0,18,7,447,6,563,1
204,1,49074,10,6667,0,3,1.080627,75,243,4,0,18,8,499,6,563,1
205,1,123,6,123,1,4,0.001494,48,48,5,0,4,1,76,1,76,0
206,1,49078,10,6667,0,3,1.136107,75,243,4,0,18,7,447,7,615,1
207,1,49080,10,6667,0,3,2.111047,75,243,4,0,19,9,571,7,615,1
208,1,49162,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
209,1,49164,10,6667,0,4,3.100741,0,0,2,0,6,3,180,0,0,1
210,1,49082,10,6667,0,3,0.939867,75,243,4,0,18,7,447,6,563,1
211,1,49164,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
212,1,49166,10,6667,0,4,3.098492,0,0,2,0,6,3,180,0,0,1
213,1,49166,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
214,1,49168,10,6667,0,4,3.096478,0,0,2,0,6,3,180,0,0,1
215,1,49168,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
216,1,49170,10,6667,0,4,3.094494,0,0,2,0,6,3,180,0,0,1
217,1,49170,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
218,1,49092,10,6667,0,3,4.141877,75,243,4,0,18,9,567,6,563,1
219,1,49172,10,6667,0,4,3.092253,0,0,2,0,6,3,180,0,0,1
220,1,49172,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
221,1,49176,10,6667,0,4,3.090257,0,0,2,0,6,3,180,0,0,1
222,1,41242,10,80,0,2,4.711562,150,110211,5,0,15,82,4802,81,114431,0
223,1,41246,10,80,0,4,3.081252,0,0,2,0,6,3,180,0,0,0
224,1,49176,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
225,1,123,6,123,1,4,0.001499,48,48,5,0,4,1,76,1,76,0
226,1,49180,10,6667,0,4,3.087983,0,0,2,0,6,3,180,0,0,1
227,1,41246,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
228,1,49180,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
229,1,41246,10,80,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,0
230,1,49182,10,6667,0,4,3.085999,0,0,2,0,6,3,180,0,0,1
231,1,49100,10,6667,0,3,4.087672,75,234,4,0,18,11,671,7,606,1
232,1,49102,10,6667,0,3,4.219365,75,243,4,0,18,9,567,7,615,1
233,1,49184,10,6667,0,4,3.082245,0,0,2,0,6,3,180,0,0,1
234,1,49184,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
235,1,41246,10,80,0,2,1.160585,151,112443,5,5792,8,78,4395,78,110715,0
236,1,49186,10,6667,0,4,3.08024,0,0,2,0,6,3,180,0,0,1
237,1,49186,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
238,1,49188,10,6667,0,4,3.15795,0,0,2,0,6,3,180,0,0,1
239,1,123,42,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
240,1,49194,10,6667,0,4,3.13422,0,0,2,0,6,3,180,0,0,1
241,1,49194,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
242,1,49196,10,6667,0,4,3.131232,0,0,2,0,6,3,180,0,0,1
243,1,49112,10,6667,0,3,0.929956,75,243,4,0,18,7,447,6,563,1
244,1,123,6,123,1,4,0.039212,48,48,5,0,4,1,76,1,76,0
245,1,49196,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
246,1,49198,10,6667,0,4,3.129217,0,0,2,0,6,3,180,0,0,1
247,1,49198,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
248,1,49200,10,6667,0,4,3.12747,0,0,2,0,6,3,180,0,0,1
249,1,49200,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
250,1,49122,10,6667,0,3,4.083416,75,243,4,0,18,9,567,6,563,1
251,1,49216,10,6667,0,3,1.016172,60,124,1,0,23,5,328,4,328,1
252,1,49218,10,6667,0,3,1.01842,60,124,1,0,23,5,328,4,328,1
253,1,49232,10,6667,0,4,3.157953,0,0,2,0,6,3,180,0,0,1
254,1,123,6,123,1,4,0.002745,48,48,5,0,4,1,76,1,76,0
255,1,49232,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
256,1,49234,10,6667,0,4,3.154717,0,0,2,0,6,3,180,0,0,1
257,1,49132,10,6667,0,3,2.150024,75,243,4,0,18,8,499,7,615,1
258,1,49234,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
259,1,49236,10,6667,0,4,3.147708,0,0,2,0,6,3,180,0,0,1
260,1,49136,10,6667,0,3,1.019934,75,243,4,0,18,7,447,6,563,1
261,1,49236,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
262,1,49238,10,6667,0,4,3.143966,0,0,2,0,6,3,180,0,0,1
263,1,49238,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
264,1,49240,10,6667,0,4,3.141963,0,0,2,0,6,3,180,0,0,1
265,1,49240,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
266,1,49242,10,6667,0,4,3.13996,0,0,2,0,6,3,180,0,0,1
267,1,49148,10,6667,0,3,2.080597,75,243,4,0,18,8,507,6,563,1
268,1,49242,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
269,1,49150,10,6667,0,3,1.66157,75,243,4,0,18,7,447,7,615,1
270,1,49244,10,6667,0,4,3.137972,0,0,2,0,6,3,180,0,0,1
271,1,49244,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
272,1,123,6,123,1,4,0.001734,48,48,5,0,4,1,76,1,76,0
273,1,49246,10,6667,0,4,3.132727,0,0,2,0,6,3,180,0,0,1
274,1,49246,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
275,1,49156,10,6667,0,3,1.083387,75,243,4,0,18,7,447,6,563,1
276,1,49158,10,6667,0,3,4.221601,75,243,4,0,18,9,567,7,615,1
277,1,49252,10,6667,0,4,3.130481,0,0,2,0,6,3,180,0,0,1
278,1,49252,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
279,1,49254,10,6667,0,4,3.128209,0,0,2,0,6,3,180,0,0,1
280,1,49254,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
281,1,49260,10,6667,0,4,3.128457,0,0,2,0,6,3,180,0,0,1
282,1,49260,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
283,1,123,44,123,1,4,22.80650261,14788.68465,350.4294306,2,0,3,1,76,0,0,0
284,1,123,6,123,1,4,0.001482,48,48,5,0,4,1,76,1,76,0
285,1,49272,10,6667,0,4,3.143209,0,0,2,0,6,3,180,0,0,1
286,1,49278,10,6667,0,4,3.102733,0,0,2,0,6,3,180,0,0,1
287,1,49278,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
288,1,49286,10,6667,0,4,3.108978,0,0,2,0,6,3,180,0,0,1
289,1,49286,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
290,1,49288,10,6667,0,4,3.099733,0,0,2,0,6,3,180,0,0,1
291,1,49182,10,6667,0,3,0.959951,75,243,4,0,18,7,447,6,563,1
292,1,49288,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
293,1,49290,10,6667,0,4,3.097997,0,0,2,0,6,3,180,0,0,1
294,1,49290,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
295,1,49292,10,6667,0,4,3.083488,0,0,2,0,6,3,180,0,0,1
296,1,49292,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
297,1,123,6,123,1,4,0.001498,48,48,5,0,4,1,76,1,76,0
298,1,49296,10,6667,0,4,3.114245,0,0,2,0,6,3,180,0,0,1
299,1,49188,10,6667,0,3,1.280022,75,243,4,0,18,7,447,7,615,1
300,1,49190,10,6667,0,3,2.12779,75,243,4,0,18,8,507,6,563,1
301,1,49192,10,6667,0,3,4.185616,75,243,4,0,19,10,631,7,615,1
302,1,49296,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
303,1,49298,10,6667,0,4,3.112482,0,0,2,0,6,3,180,0,0,1
304,1,49298,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
305,1,49300,10,6667,0,4,3.110483,0,0,2,0,6,3,180,0,0,1
306,1,49300,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
307,1,49302,10,6667,0,4,3.108479,0,0,2,0,6,3,180,0,0,1
308,1,49302,10,6667,0,4,22.80650261,14788.68465,350.4294306,2,0,6,1,60,0,0,1
